Latitude,Longitude
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.35552117,112.774295543
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.355521618,112.774287192
-7.35552117,112.774295543
-7.355530138,112.774295543
-7.355530138,112.774295543
-7.355530138,112.774295543
-7.355530138,112.774295543
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355522237,112.774299049
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355530757,112.7743074
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355531205,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355521789,112.7743074
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355522237,112.774299049
-7.355532273,112.774302555
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355532892,112.774314412
-7.355532892,112.774314412
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355531824,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355531376,112.774319257
-7.355531376,112.774319257
-7.355531376,112.774319257
-7.355531376,112.774319257
-7.355531376,112.774319257
-7.355531376,112.774319257
-7.355531376,112.774319257
-7.355531376,112.774319257
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522409,112.774319257
-7.355522409,112.774319257
-7.355513889,112.774310906
-7.355513889,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355522857,112.774310906
-7.355513441,112.774319257
-7.355513441,112.774319257
-7.355513441,112.774319257
-7.355513441,112.774319257
-7.355513441,112.774319257
-7.355513441,112.774319257
-7.355513441,112.774319257
-7.355513441,112.774319257
-7.355512373,112.774315751
-7.355512373,112.774315751
-7.355512822,112.7743074
-7.355512822,112.7743074
-7.355512822,112.7743074
-7.355512822,112.7743074
-7.355512822,112.7743074
-7.355512822,112.7743074
-7.355512822,112.7743074
